0.0,秦宝
"107.911394,34.270575",凤鸣岐香
0.0,水蜜芭莎温泉水城
"110.399796,35.350431",神农葡萄庄园
"109.180331,34.751086",熊猫有礼（富平县）
0.0,漾家河漂流
"108.943700,32.455081",双龙镇
"108.446635,32.714589",擂鼓台
0.0,秦汉风云
"108.888858,34.195639",西安市都市之门—千人会堂
0.0,太奥奥佳真冰场
"108.943911,34.325869",西域美农
0.0,杨震祠堂
"108.532579,32.867820",月河
"109.282806,34.076328",关中大席
"108.657695,35.094906",秀房沟景区
"107.899827,34.127412",太白山仟佰众温泉
"107.141260,33.314905",洞阳宫
"110.146979,35.224313",夏日风暴水上乐园
"110.092301,34.566096",华阴老腔一声喊
"109.118747,34.480884",泾渭上河苑
"108.550520,34.969436",甘泉宫遗址
"106.051799,32.961637",阳平关
"108.992230,34.215218",爱贝国际少儿英语
"109.490547,36.596209",延安影视城滑雪场
"108.958183,34.269501",西安城市体育馆
0.0,考拉儿童成长乐园
"106.985600,33.549648",春雨园区水上乐园
0.0,蒙汉合文碑
"108.947174,33.497166",九龙山
0.0,鬼谷子洞
0.0,小茗同学奇趣狂欢节
"110.333547,35.518008",澽水河
0.0,心肝宝贝儿童主题亲子乐园
"109.984219,34.542515",竹峪山野特训
0.0,豆丁SPA婴儿游泳（富力城店）
"110.524173,35.658734",灞岭狩猎休闲山庄
0.0,宋塔
"108.938009,34.145251",韦曲镇
"109.584120,34.952775",南寺唐塔
"108.973635,34.207501",《触电•鬼吹灯》实景互动秀
0.0,姜女祠
0.0,峡谷激流漂
"108.992230,34.215218",爱贝国际少儿英语
0.0,闪闪红星红色爱国教育体验中心
"108.952576,34.259723",西安影城
"110.434180,35.705810",庙后村遗址
"107.838870,34.676921",慈善寺石窟
"110.440680,35.460030",尊经阁
0.0,关中大观园
"109.210157,34.364558",御湯苑
"110.433239,35.445674",圆觉寺
0.0,豆丁SPA婴儿游泳（科技路店）
"109.945159,35.172641",澄城县博物馆
"107.319825,34.057469",太白酒业温泉
0.0,关云海
"107.859870,34.123007",钟吕坪
"110.548327,33.336215",锁龙瀑布
0.0,玄奘纪念馆
"108.593712,34.344204",马踏匈奴
0.0,天圆地方
"110.196264,37.911715",沙家店战役战场遗址
"107.176898,34.274823",黄丹寺
0.0,合阳黄河湿地
0.0,万安禅院
"110.442822,35.476669",西猴山
"109.937510,33.904180",戴云山
"108.846936,35.902974",石泓寺石窟
0.0,天河动物园
"107.891373,32.531421",黑虎梁
"109.937718,33.866625",大云寺
0.0,石生树
0.0,大眼国儿童美术博物馆
0.0,狼牙cs俱乐部
0.0,箭括岭
"108.955274,34.193427",曲江国际会议中心
"109.441254,35.713535",谷咀村
0.0,秦乐主题乐园水上世界
0.0,玄武殿
0.0,挂甲柏
0.0,王莽万亩桃园
"108.200398,34.260204",武功古城
0.0,朝阳洞石窟
"108.903589,34.212680",长乐大礼堂
0.0,激情自驾漂
"109.030750,34.941230",药王墓景区
0.0,千湖儿童欢乐谷
0.0,黄河湾旅游度假区
"108.943695,32.455080",狮王溶洞
"109.489373,36.588013",陕甘宁边区政府礼堂
"109.379711,35.988010",富县塔
0.0,红黄蓝蒙思亲子园
"109.077869,35.069673",皇家马戏嘉年华
"110.162914,34.124955",花石浪遗址
0.0,国王的朋友国际儿童探索馆
"110.465549,35.546410",法王庙
0.0,仙子神湫
"108.929486,34.245564",艾菲特健身
"108.960938,34.198603",西安曲江宾馆千人礼堂
"108.328004,33.359313",宁陕城隍庙
"109.722622,38.336034",红石峡滑雪场
"109.547065,33.110922",旬阳县红军纪念馆
0.0,中富苗木扩繁基地
"110.013951,35.960719",瓦子街战役烈士陵园
0.0,始祖殿
0.0,医史博物馆
"107.927423,34.226711",陕西省苗木繁育中心
"110.433111,35.443865",夏阳瀵
"110.440685,35.460029",明伦堂
0.0,昙花胜地
"108.996401,34.258509",西安建国饭店
0.0,启星儿童成长乐园
"110.410164,35.339306",魏长城
0.0,彩虹书画院
"110.499250,38.836500",神木臭柏自然保护区
"109.417493,36.626316",保安革命旧址
"107.355581,33.112738",堰水山庄
0.0,良周遗址
"108.810903,34.417651",周陵
"108.972686,34.315443",大明宫文化街游乐场
0.0,西部风稻艺术节
"108.994199,34.052242",长安区臻香园玫瑰园
"106.478535,33.903469",古羌文化旅游产业示范园
0.0,《天地沐歌》
"106.081539,33.321491",张岩沟
0.0,药王祠
0.0,三台叠翠
"109.274000,33.689480",三道井旅游风景区
"109.432617,35.765362",洛川民俗博物馆
"108.965370,34.221009",福客福厨
"110.531500,35.562300",韩城黄河旅游文化节
"108.934120,34.218697",全视之眼密室逃脱俱乐部
"109.200031,34.371247",昭应坊民俗村
0.0,依品凡大澡堂
"108.766075,36.826519",刘志丹烈士陵园
"109.876637,37.791273",天王塔
0.0,花庙
"109.468217,36.619106",王家湾革命旧址
"109.756788,38.288279",新明楼
0.0,万凤塔
0.0,美好儿童乐园
0.0,神奇宝鸡
"108.902887,34.159132",终南音乐厅
"109.012096,34.269770",萌太熊儿童乐园
"108.909025,34.244930",哈彼王国儿童乐园
0.0,龙潭戏水景区
"108.914939,34.225945",西安行游天下旅游护照
0.0,九连洞
"109.266430,35.588509",汉武仙台
"109.182549,34.769711",富平陶艺嬉雪乐园
"110.397680,34.409958",秦岭一号漂流
"111.654259,40.799802",大召寺
"120.339882,47.202353",阿尔山国家森林公园
"109.960645,40.242884",响沙湾
"117.354371,49.630000",满洲里国门景区
"109.808445,39.362477",成吉思汗陵旅游景区
"110.314227,40.792140",五当召
"109.890679,39.838973",鄂尔多斯野生动物园（海洋馆）
"110.993800,40.626876",哈素海天鹅堡温泉
0.0,希拉穆仁草原
"113.149773,40.994319",永亮温泉水世界
"117.398818,49.614981",满洲里套娃景区
"117.394542,49.613482",中俄边境旅游区
"117.322625,43.550122",克什克腾石阵景区
"107.517174,38.928619",布龙湖温泉度假区
"104.945893,37.595742",阿拉善通湖草原
"119.073462,43.130635",玉龙沙湖
"108.628006,39.812228",鄂尔多斯草原旅游区
"119.720015,49.250633",世界反法西斯战争海拉尔纪念园
0.0,二连浩特国家地质公园
"110.711104,40.603813",美岱召
"109.781327,39.608266",鄂尔多斯康巴什旅游区
"105.846789,38.450131",贺兰山福因寺（北寺旅游景区）
0.0,七星湖沙漠风景区
"111.661878,40.811480",东方罗玛国际商务会馆
"111.681507,40.857741",木子塘汗蒸生活馆
0.0,北方兵器工业城
0.0,南海旅游区
"105.158714,38.460902",腾格里沙漠月亮湖
"107.447796,38.156463",大沙头生态文化区
"106.671239,38.380827",马兰花草原
"110.971708,40.605895",哈素海
"109.848750,40.662750",梅力更
"123.726201,50.591842",鄂伦春布苏里景区
"119.990332,41.934503",敖汉温泉城
"111.656031,40.800901",席力图召
"109.943142,39.843543",万家惠欢乐世界
"117.279887,42.485250",乌兰布统草原
"107.041572,40.299739",黄河三盛公国家水利风景区
"122.232675,43.379499",联众海洋之星水上乐园
"111.812820,40.713264",都市现代农业园
"118.245431,41.680152",美林谷滑雪场
"109.859548,40.658813",包头海洋世界
"106.862234,39.764121",金沙湾
"120.142465,50.545704",白桦林景区
"109.828739,40.637957",包头乐园
"118.727176,41.472018",宁城天沐温泉城
"109.832240,40.553633",九里温泉度假村
"101.874728,39.751924",巴丹吉林沙漠
0.0,乐汤汇温泉生活馆
"109.967290,39.818373",内蒙古鄂尔多斯铁牛（大浪淘沙）汗蒸温泉会所
"121.952550,46.079810",科尔沁右翼前旗王朝养生汤泉会馆
"111.231826,40.215859",黄河梦幻水世界
"112.016136,43.732149",伊林驿站博物馆
"108.217054,41.060120",宇鑫热带雨林海洋世界
0.0,蒙根花游乐园
"111.656800,40.808508",碧海云天(中山西路店）
0.0,夜鸣沙旅游区
0.0,白狼峰
0.0,贝尔湖
0.0,诺根塔拉野生动物乐园
"111.447168,39.647225",清水河老牛湾
"101.025514,41.806394",怪树林
"111.771169,40.507079",中威水上乐园
0.0,察尔湖生态旅游度假区
"102.366998,39.552139",巴丹湖
"120.004177,51.251064",蒙古之源·蒙兀室韦文化旅游景区
"111.657610,40.819838",蒙古文化风情园
"122.638862,48.056828",金龙山温泉
"116.072631,43.949247",贝子庙
"109.264816,40.655693",乌拉特部落草原
"111.193599,41.400453",红格尔敖包景区
"111.720170,40.843468",碧海云天（幸福小区店）
"111.678955,40.791837",碧海云天（烟厂店）
0.0,御府汤泉
"116.467469,42.206972",内蒙多伦县清水湾温泉汗蒸酒店
0.0,安尼蒙城市动物园
0.0,中科丽丽娅俄罗斯文化旅游区
0.0,伊景园城市沙山
0.0,阴山
"120.839767,47.046671",好森沟风景区
"111.749180,40.842585",呼和浩特沐蓝爵汗蒸养生馆
"109.957796,39.805503",济支州岛韩蒸温泉时代
0.0,佰草堂健康养生会馆
"105.846789,38.450131",贺兰山广宗寺（南寺）
"121.315015,47.562627",柴河景区
"111.221880,40.182318",神泉生态旅游景区
0.0,东联动漫城
"121.620170,42.849822",库伦银沙湾
0.0,格根塔拉草原
"109.808445,39.362477",成吉思汗陵
"109.441142,39.571754",苏泊罕大草原
"118.507471,41.840019",喀喇沁亲王府
"111.455967,40.749238",伊利乳都科技示范园
0.0,中国达斡尔民族园
"121.593075,50.811145",根河源国家湿地公园
"109.777773,39.793673",九城宫旅游景区
"116.671899,42.135910",多伦湖景区
"109.785300,39.601214",鄂尔多斯博物馆
0.0,昭君墓
"119.324982,49.156685",呼和诺尔草原
0.0,库伦三大寺旅游景区
"111.665196,40.798675",五塔寺
"111.579881,40.847701",北极光滑雪场
"122.203968,42.762492",大青沟
"119.467968,49.291492",巴尔虎部落
0.0,金帐汗蒙古部落
"108.784437,37.978016",萨拉乌苏旅游区
0.0,海神圣泉
"101.159172,41.984770",额济纳胡杨林
"117.676048,49.498923",猛犸象公园
"108.113596,40.527261",库布其沙漠
"122.631887,48.052577",金龙山滑雪场
0.0,蒙亮民族风情园
"109.835816,40.658216",海德俱乐部养生浴场
"111.971124,41.287054",辉腾锡勒草原
"111.437165,41.005120",大青山太伟滑雪场
"122.272322,43.625396",科尔沁博物馆
"122.109854,46.051937",龙凤源旅游度假村
"106.787827,39.650051",汉森庄园
"119.744254,49.221524",呼伦贝尔大草原
"122.735269,48.020468",扎兰屯吊桥公园
"116.666742,43.293019",达里诺尔湖
"109.897978,40.637221",赛汗塔拉旅游娱乐园
"120.157796,50.246324",额尔古纳湿地景区
"112.528796,41.132258",黄花沟
"106.787964,39.651546",乌海科技馆
"106.381683,40.733304",阿贵庙
"118.979487,42.297090",红山公园
0.0,油松王
"119.688571,49.190418",海拉尔国家森林公园
0.0,身临其境3D魔幻艺术画展（魅力新天地）
"119.370878,43.848094",巴林左旗召庙
0.0,凤凰山滑雪场
"109.821739,40.655773",包头市蓝海马海底世界
"120.673497,51.331903",莫尔道嘎国家森林公园
"110.992482,40.626766",哈素海戏水乐园
"118.338694,41.454960",道须沟
"106.814861,39.799149",蒙根花温泉水世界
0.0,成吉思汗庙
"109.843018,40.645850",芝麻开门水上威尼斯水上乐园
"119.809785,48.875831",巴彦呼硕草原
"117.618819,49.540647",达永山四季滑雪馆
"109.828739,40.637957",包头乐园环球冰雪圣诞村
0.0,皇家御马苑
"121.954078,43.942996",孝庄园文化旅游区
"110.469772,40.309238",万通水世界
0.0,莫日格勒生态景区
"118.664729,41.391756",紫蒙湖旅游风景区
"118.892491,42.266738",梦幻海欢乐世界
"118.558659,41.413541",黑里河漂流
"118.831727,45.720515",乌拉盖九曲湾
"111.655126,40.809158",清真大寺
0.0,南湖公园
"111.692773,40.863786",浪潮温泉欢乐谷水上乐园
0.0,克什克腾草原
"121.536754,50.781396",额尔古纳国家湿地公园
"109.837254,40.663501",阿尔丁植物园
"111.437165,41.005120",大青山野生动物园
"110.596445,41.026286",春坤山
"111.871563,40.927433",千古马颂
0.0,牧人寨旅游度假区
"111.646189,40.760235",南湖湿地冰雪世界
"113.790704,40.581795",苏木山
"109.264816,40.655693",乌拉特部落山泉水世界
"118.142809,48.360216",甘珠尔庙
"111.977943,43.653170",二连浩特市国门旅游景区
"121.070764,43.567631",古榆园旅游区
"111.670543,40.815045",绿忆工坊
"100.977608,41.822537",弱水金沙湾
"111.872914,40.934591",呼和塔拉冰雪旅游文化节
0.0,武川冰雪乐园欢乐谷
0.0,乌珠穆沁草原
"107.079862,41.076846",玛瑙湖
"113.068905,41.128524",怡水山庄温泉
"117.552139,43.805380",黄岗梁
"111.649243,40.813046",《国色天香-大美首府》洛阳牡丹花节
"119.791990,49.205317",东山滑雪场
"107.399508,40.724656",黄河河套文化旅游区湿地公园
"116.098223,43.924620",锡林郭勒赛马场
"110.969839,40.640722",敕勒川草原文化旅游区
0.0,平顶山火山群
"119.943575,47.177440",阿尔山市银江沟温泉会馆
"110.989920,40.621921",哈素海冰雪世界
"106.794249,39.655388",乌海湖旅游景区
"120.179249,49.198883",黑山头城址
"120.786490,47.530521",基尔果山天池
"110.795284,40.619153",七彩大地景区
"119.324982,49.156685",呼和诺尔景区
"111.235260,40.208634",黄河麦田游乐园
"118.049513,49.501021",巴尔虎狼岛
"111.684471,40.826725",乌素图召
"117.818340,43.269851",青山岩臼
0.0,九城宫生态园
"116.700677,42.076773",塞纳湾小镇度假区
"109.854591,40.663327",迎宾公园
"117.380997,42.601700",蛤蟆坝
"119.370878,43.848094",召庙北五台
0.0,仟胜冰雪世界
"118.886856,42.257817",赤峰金山海贝尔七采风车节
"109.373362,39.848308",鄂尔多斯广稷农耕博物馆
"118.992746,42.967075",梵宗寺
0.0,41号界碑
"112.836270,40.581664",岱海滑雪场
"120.034250,50.958544",哈乌尔河景区
"117.398818,49.614981",满洲里套娃景区大马戏
"111.214179,39.871986",准域水上乐园
"117.157662,42.593215",将军泡子
0.0,驼峰岭天池
"109.796392,40.668712",昆河冰雪大世界
"121.475140,50.779499",敖鲁古雅使鹿部落景区
"119.763206,49.193851",《天边》民族歌舞剧
0.0,阴山岩画
0.0,玫瑰庄园滑雪场
"122.065820,46.071988",多米诺
0.0,希拉穆仁草原花海
0.0,达赉湖
0.0,橡胶坝冰雪乐园
"119.500740,50.201450",黑山头·列夫湿地庄园景区
"111.982709,40.624701",中屹通梦幻海乐园
"105.907610,38.978950",大漠胡杨林旅游区
0.0,赤峰道谷南山滑雪场
"113.099700,41.030871",平地泉水世界
"105.357920,38.925866",腾格里沙漠天鹅湖
0.0,诺门罕战役遗址
"120.018450,46.930670",阿尔山奥伦布坎景区
0.0,居延海
0.0,九城宫滑雪场
"118.000593,43.140711",青山国家地质公园
"114.409240,43.462522",锡林郭勒大草原
"117.438049,49.613523",满洲里蒙根花温泉水世界
"113.113929,41.023858",老虎山公园
0.0,水善汇(赤峰店）
0.0,黑城弱水胡杨风景区
0.0,梦幻阿尔山
"106.821825,39.697332",乌海植物园
0.0,诺干湖景区
0.0,英皇儿童城
"117.200053,42.587692",乌兰布统旅游区
"112.662948,40.606831",岱海旅游区
"111.765207,40.901604",山水樱桃庄园水世界
"111.687124,40.825952",绥远城将军衙署
"118.970948,42.277498",红山军马场
"108.463168,41.438138",温根塔拉草原旅游区
"113.120921,41.031986",霸王河欢乐世界
"117.511731,43.105530",龙口漂流
"119.777098,49.248925",中俄蒙国际冰雪乐园
"109.806405,40.753796",包头昆仑国际滑雪场
"121.996749,42.864957",塔敏查干沙漠
"122.256916,48.389390",喇嘛山
"117.679166,49.495967",儿童科技馆
0.0,和林南山公园
"119.745170,49.207657",副都统衙门
"116.466772,42.206080",多伦诺尔我有戏国际草原音乐季
"120.158071,50.246306",额尔古纳湿地冰泉度假小镇
"121.166521,45.826909",宝石滑雪场
"111.711415,40.862178",成吉思汗公园
"110.054566,40.336764",释尼召沙漠绿海乐园
"117.713883,49.456510",扎赉诺尔猛犸旅游区
"111.738820,40.840091",内蒙古博物馆
"108.217431,41.060008",宇鑫温泉水世界
0.0,碧海阳光国际温泉
"105.357920,38.925866",腾格里沙漠
"123.165852,49.489044",达尔滨湖国家森林公园
"111.746901,40.863881",热带风暴水上乐园
"119.771127,49.207198",成吉思汗广场
"105.678753,38.839691",阿拉善和硕特亲王府
"112.650420,40.624097",岱海温泉城
"101.145606,41.766298",黑城遗址
"106.834624,39.465694",地质奇观
0.0,黄河滩岛
"121.043521,50.988473",卡鲁奔湿地公园
0.0,中俄蒙国际欢乐雪城
"106.518519,40.519636",纳林湖景区
"117.459644,49.590110",满洲里欧式旅游观光婚礼宫
0.0,《一代天骄》演绎
0.0,额济纳旗策克口岸景区
"112.299486,40.645174",二龙什台
"119.747478,49.284100",达尔吉林寺
"119.903220,51.340688",室韦俄罗斯民族乡
0.0,铁木真大汗行营
0.0,白音敖包
"108.909583,40.970040",乌梁素海
"119.744014,49.212779",海拉尔要塞
"122.264305,43.641427",辽河公园冰雪王国
"118.307424,43.530767",巴林沙漠主题公园
"118.975096,42.276979",红山区卡酷水乐园
0.0,草甘沙漠旅游区
"118.998914,42.293305",马鞍山国家森林公园
"116.631310,43.390958",达里湖北岸
0.0,蒙古汗城文化旅游区
0.0,银肯塔拉沙漠生态文化旅游区
"120.180506,50.243102",额尔古纳界河
"116.206631,45.645326",乌里雅斯太山
0.0,身临其境3D魔幻艺术画展（方正广场）
"117.355671,49.628492",俄罗斯艺术博物馆
0.0,中俄互市贸易旅游区
"118.755828,48.887439",呼伦贝尔草甸草原
"110.723509,40.632206",包头九峰山
